city,last_buy_time,title,house_id,area,publish_time,watch_num,average_price,location,focus_num,community,price,model,link
47,2017-08-13,"104.109791,30.644676",2010-05-14,锦江,97.7,https://cd.lianjia.com/ershoufang/106100567554.html,17912,36,莲花逸都对中庭套三，无遮挡采光好，,莲花逸都  , 3室2厅 ,106100567554,1750000.0
61,2017-08-08,"104.102412,30.618452",2010-07-14,锦江,88.28,https://cd.lianjia.com/ershoufang/106100553749.html,23562,51,翡翠城四期  三居室  有阳台  朝东南,翡翠城四期  , 3室1厅 ,106100553749,2080000.0
20,2017-08-19,"104.099368,30.61635",2009-01-13,锦江,185.0,https://cd.lianjia.com/ershoufang/106100583722.html,27028,31,一梯一户洋房，位置安静，套四带保姆间，储物间，,翡翠城三期  , 4室2厅 ,106100583722,5000000.0
249,2017-08-03,"104.107188,30.614785",2005-03-21,锦江,64.78,https://cd.lianjia.com/ershoufang/106100538782.html,12041,21,业主自住房，户型方正的两居室，此房在金象花园,金象花园二期  , 2室2厅 ,106100538782,780000.0
13,2017-08-13,"104.19316,30.820216",2009-12-26,新都,77.9,https://cd.lianjia.com/ershoufang/106100568155.html,8345,28,御 城 + 电 梯 房 +房子 有 装 修,御城  , 2室2厅 ,106100568155,650000.0
86,2016-08-05,"104.176035,30.779828",2013-01-01,新都,165.24,https://cd.lianjia.com/ershoufang/106092559842.html,14404,169,万科五龙山九墅套三  户型正  采光好  视野开阔,万科五龙山九墅  , 3室2厅 ,106092559842,2380000.0
27,2017-08-19,"104.071884,30.773688",2012-09-11,新都,106.6,https://cd.lianjia.com/ershoufang/106100582044.html,10319,24,悉尼湾套三双卫+13万全新装修+朝南对中庭+可减免个税,汇融悉尼湾库吉岛一期  , 3室1厅 ,106100582044,1100000.0
20,2017-08-18,"104.071856,30.771679",2014-01-13,新都,108.36,https://cd.lianjia.com/ershoufang/106100579606.html,9967,33,汇融悉尼湾二期两梯四户套三双卫,汇融悉尼湾库吉岛二期  , 3室2厅 ,106100579606,1080000.0
74,2017-08-22,"104.151684,30.754889",2013-04-08,新都,88.68,https://cd.lianjia.com/ershoufang/106100591717.html,9134,22,装修套二 高楼层 对中庭 客厅有阳台,保利公园198玫瑰郡  , 2室2厅 ,106100591717,810000.0
60,2017-07-28,"104.151684,30.754889",2013-09-18,新都,134.0,https://cd.lianjia.com/ershoufang/106100524869.html,8956,41,保利公园198玫瑰郡套四无装修,保利公园198玫瑰郡  , 4室1厅 ,106100524869,1200000.0
56,2017-07-28,"104.17462,30.810908",2010-09-10,新都,157.63,https://cd.lianjia.com/ershoufang/106100523304.html,5520,19,翰香府跃层清水房，翰香府跃层清水房,翰香府  , 4室2厅 ,106100523304,870000.0
